Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Interconnection Request Receive Date,Interconnection Agreement Status,Study Process,Proposed On-line Date (as filed with IR),System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),"Full Capacity, Partial or Energy Only (FC/P/EO)",Off-Peak Deliverability and Economic Only,Feasibility Study or Supplemental Review
599,BIO VERDE PV - SAN JOAQUIN,,SAN JOAQUIN,CA,Corral Substation 70 kV,PGAE,Photovoltaic,20.0,,,2010-02-01 08:00:00,WITHDRAWN,2012-12-31 08:00:00,2010-03-04 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-11-20 00:00:00,,C02,2012-12-31 08:00:00,,,,Full Capacity,,
600,BIO VERDE PV - VANDER WOUDE,,MERCED,CA,Merced #1 70 kV,PGAE,Photovoltaic,20.0,,,2010-02-01 08:00:00,WITHDRAWN,2012-12-31 08:00:00,2011-03-30 17:44:40,,,Photovoltaic,,,Solar,,,20.0,,,2010-11-20 00:00:00,,C02,2012-12-31 08:00:00,Complete,,,Full Capacity,,
601,ROSINA BIO VERDE,,KINGS,CA,Tulare Henrietta 70kV line,PGAE,Photovoltaic,10.0,,,2010-02-01 08:00:00,WITHDRAWN,2012-12-31 08:00:00,2010-11-20 00:23:40,,,Photovoltaic,,,Solar,,,10.0,,,2010-11-20 00:00:00,,C02,2012-12-31 08:00:00,,,,Full Capacity,,
603,MOJAVALON I,,KERN,CA,Whirlwind Substation 230kV,SCE,Photovoltaic,146.0,,,2010-02-01 08:00:00,WITHDRAWN,2013-07-01 07:00:00,2010-04-20 07:00:00,,,Photovoltaic,,,Solar,,,146.0,,,2010-11-20 00:00:00,,C02,2013-07-01 07:00:00,,,,Full Capacity,,
604,IMPERIAL VALLEY GENERATION PROJECT,,IMPERIAL ,CA,Imperial Valley Substation 230kV,SDGE,Combustion Turbine,600.0,,,2010-02-01 08:00:00,WITHDRAWN,2014-04-01 07:00:00,2010-11-24 08:00:00,,,Combustion Turbine,,,Natural Gas,,,600.0,,,2010-01-30 00:00:00,,C02,2014-04-01 07:00:00,,,,Full Capacity,,
605,EL DORADO VALLEY GENERATION,,CLARK,NV,Eldorado Substation 230kV,SCE,Steam Turbine,600.0,,,2010-02-01 08:00:00,WITHDRAWN,2014-04-01 07:00:00,2010-11-30 08:00:00,,,Steam Turbine,,,Natural Gas,,,600.0,,,2010-11-20 00:00:00,,C02,2014-04-01 07:00:00,Complete,,,Full Capacity,,
610,SUN HARVESTER SOLAR PROJECT,,FRESNO,CA,Stroud SW STA-Schindler 70kV,PGAE,Photovoltaic,20.0,,,2010-02-05 08:00:00,WITHDRAWN,2012-12-01 08:00:00,2012-03-01 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-02-04 00:00:00,,SGIP-TC,2012-12-01 08:00:00,,Complete,,Full Capacity,,
611,FAIRFAX SOLAR PROJECT,,FRESNO,CA,Oro Loma-El Nido 115kV,PGAE,Photovoltaic,20.0,,,2010-02-17 08:00:00,WITHDRAWN,2012-01-01 08:00:00,2011-02-15 17:17:58,,,Photovoltaic,,,Solar,,,20.0,,,2010-02-17 00:00:00,,SGIP,2012-01-01 08:00:00,,,,Energy Only,,
612,THREE ROCKS SOLAR,,FRESNO,CA,Panoche-Schindler #2 115kV Line,PGAE,Photovoltaic,13.0,,,2010-02-19 08:00:00,WITHDRAWN,2017-12-01 08:00:00,2016-04-22 20:24:56,,,Photovoltaic,,,Solar,,,13.0,,,2010-02-19 00:00:00,,SGIP,2013-07-15 07:00:00,Facilities Study,SGIA,,Energy Only,,
613,PLACER SOLAR,,FRESNO,CA,Helm 70kV bus,PGAE,Photovoltaic,20.0,,,2010-02-19 08:00:00,WITHDRAWN,2015-04-01 07:00:00,2014-04-23 20:20:55,,,Photovoltaic,,,Solar,,,20.0,,,2010-02-19 00:00:00,,SGIP,2014-02-10 08:00:00,Facilities Study,SGIA,,Energy Only,,
613A,SAND CANYON OF TEHACHAPI,,KERN,CA,Cal Cement - Monolith - Windland - Arwind 66 kV line,SCE,Wind Turbine,20.0,,,2010-02-24 08:00:00,WITHDRAWN,2012-06-30 07:00:00,2012-03-03 00:01:58,,,Wind Turbine,,,Wind Turbine,,,20.0,,,2010-02-24 00:00:00,,SGIP-TC,2012-06-30 07:00:00,,,,Energy Only,,
614,EL PECO SOLAR FARM,,FRESNO,CA,Merced-Madera 70kV,PGAE,Photovoltaic,20.0,,,2010-03-02 08:00:00,WITHDRAWN,2014-12-15 08:00:00,2013-12-26 23:03:55,,,Photovoltaic,,,Solar,,,20.0,,,2010-03-02 00:00:00,,SGIP,2011-05-01 07:00:00,Facilities Study,SGIA,,Energy Only,,
614A,FRV MOJAVE SOLAR,,KERN,CA,Goldtown-Lancaster 66kV ,SCE,Photovoltaic,20.0,,,2010-03-04 08:00:00,WITHDRAWN,2013-12-01 08:00:00,2012-03-03 00:01:01,,,Photovoltaic,,,Solar,,,20.0,,,2010-03-04 00:00:00,,SGIP-TC,2013-12-01 08:00:00,,Complete,,Full Capacity,,
615,SUN STREAM,,KERN,CA,Zondwind Sub 66kV Bus,SCE,Photovoltaic,20.0,,,2010-03-10 08:00:00,WITHDRAWN,2012-12-30 08:00:00,2011-01-19 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-11-20 00:00:00,,SGIP,2012-12-30 08:00:00,,,,Energy Only,,
616,SUNLITE STATION,,RIVERSIDE,CA,Eagle Mountain-Blythe 161kV,SCE,Photovoltaic,20.0,,,2010-03-17 07:00:00,WITHDRAWN,2012-07-01 07:00:00,2011-01-19 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-11-20 00:00:00,,SGIP,2012-07-01 07:00:00,,,,Energy Only,,
617,CROCKER SOLAR POWER - UNIT ONE,,SAN JOAQUIN,CA,Tesla-Tracy 115kV,PGAE,Photovoltaic,20.0,,,2010-03-22 07:00:00,WITHDRAWN,2016-05-01 07:00:00,2013-11-25 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-03-22 00:00:00,,SGIP,2012-06-01 07:00:00,Facilities Study,SGIA,,Energy Only,,
617A,LA-SOLAR-20,,LOS ANGELES,CA,Piute-Redmond 66kV ,SCE,Photovoltaic,20.0,,,2010-03-30 07:00:00,WITHDRAWN,2014-05-01 07:00:00,2013-05-06 22:23:33,,,Photovoltaic,,,Solar,,,20.0,,,2010-03-30 00:00:00,,SGIP,2012-12-01 08:00:00,Facilities Study,SGIA,,Energy Only,,
617AA,US SOLAR DESERT CENTER PV 1,,RIVERSIDE,CA,Eagle Mountain-Blythe SCE 161 kV,SCE,Photovoltaic,20.0,,,2010-03-26 07:00:00,WITHDRAWN,2011-03-01 08:00:00,2011-01-20 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-11-20 00:00:00,,SGIP,2011-03-01 08:00:00,,,,Energy Only,,
617B,GREAT VALLEY SOLAR,,TULARE,CA,Corcoran-Smyrna 115kV,PGAE,Photovoltaic,19.7,,,2010-03-31 07:00:00,WITHDRAWN,2012-12-01 08:00:00,2011-03-28 18:35:50,,,Photovoltaic,,,Solar,,,19.7,,,2010-03-31 00:00:00,,SGIP,2012-12-01 08:00:00,,,,Energy Only,,
617C,OASIS SOLAR ENERGY,,MONO,CA,Control-Silverpeak 55 kV,SCE,Photovoltaic,19.993,,,2010-03-31 07:00:00,WITHDRAWN,2012-12-01 08:00:00,2010-06-23 07:00:00,,,Photovoltaic,,,Solar,,,19.993,,,2010-11-20 00:00:00,,SGIP,2012-12-01 08:00:00,,,,Energy Only,,
618,SKUNK HOLLOW SPGS1,,FRESNO,CA,Coalinga-Mendota Road 69kV,PGAE,Photovoltaic,20.0,,,2010-04-01 07:00:00,WITHDRAWN,2012-08-01 07:00:00,2010-12-27 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-04-01 00:00:00,,SGIP,2012-08-01 07:00:00,,,,Energy Only,,
618A,FIVE POINTS SOLAR,,FRESNO,CA,Helms-Schindler 70kV,PGAE,Photovoltaic,20.0,,,2010-04-19 07:00:00,WITHDRAWN,2012-01-01 08:00:00,2010-12-02 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-04-19 00:00:00,,SGIP,2012-01-01 08:00:00,,,,Energy Only,,
618B,JEFFERSON SOLAR,,FRESNO,CA,Kerman-San Joaquin 70kv,PGAE,Photovoltaic,10.0,,,2010-04-19 07:00:00,WITHDRAWN,2012-01-01 08:00:00,2010-12-02 08:00:00,,,Photovoltaic,,,Solar,,,10.0,,,2010-03-19 00:00:00,,SGIP,2012-01-01 08:00:00,,,,Energy Only,,
619,EAST LANCASTER POWER PLANT,,LOS ANGELES,CA,Piute-Lancaster 66kV,SCE,Photovoltaic,14.0,,,2010-04-22 07:00:00,WITHDRAWN,2012-01-01 08:00:00,2011-01-19 08:00:00,,,Photovoltaic,,,Solar,,,14.0,,,2010-11-20 00:00:00,,SGIP,2012-01-01 08:00:00,,,,Energy Only,,
620A,MARICOPA EAST SOLAR PV (FKA LAKEVIEW SOLAR ONE),,KERN,CA,Lakeview Sub 70kV bus,PGAE,Photovoltaic,20.0,,,2010-04-26 07:00:00,WITHDRAWN,2014-12-31 08:00:00,2014-02-27 20:58:08,,,Photovoltaic,,,Solar,,,20.0,,,2010-04-26 00:00:00,,SGIP,2014-12-31 08:00:00,Facilities Study,SGIA,,Energy Only,,
621,OCOTILLO SOL PROJECT,,IMPERIAL,CA,Imperial Valley Sub 12kV Bus,SDGE,Photovoltaic,20.0,,,2010-04-26 07:00:00,WITHDRAWN,2017-03-03 08:00:00,2016-02-16 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-03-03 00:00:00,,SGIP-TC,2012-08-01 07:00:00,,Complete,,Energy Only,,
622,PV ROSINA 1 SG,,KERN,CA,Temblor-King Ellis 70kV,PGAE,Photovoltaic,10.0,,,2010-05-06 07:00:00,WITHDRAWN,2011-12-01 08:00:00,2011-08-18 07:00:00,,,Photovoltaic,,,Solar,,,10.0,,,2009-12-21 00:00:00,,SGIP,2011-12-01 08:00:00,,,,Energy Only,,
623,ROSAMOND SOLAR FACILITY,,KERN,CA,Cal Cement-Antelope 66kV,SCE,Photovoltaic,20.0,,,2010-05-10 07:00:00,WITHDRAWN,2013-12-31 08:00:00,2011-01-18 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-11-20 00:00:00,,SGIP,2013-12-31 08:00:00,,,,Energy Only,,
623A,ROUGH ACRES SOLAR,,SAN DIEGO,CA,Boulevard Sub 138 kV Bus,SDGE,Photovoltaic,10.4,,,2010-05-10 07:00:00,WITHDRAWN,2011-06-01 07:00:00,2010-12-02 08:00:00,,,Photovoltaic,,,Solar,,,10.4,,,2010-11-20 00:00:00,,SGIP,2011-06-01 07:00:00,,,,Energy Only,,
624,SUN SEEKER SOLAR ENERGY CENTER,,KERN,CA,Maricopa Substation 70 kV bus,PGAE,Photovoltaic,20.0,,,2010-05-14 07:00:00,WITHDRAWN,2012-12-01 08:00:00,2010-09-03 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-11-20 00:00:00,,SGIP,2012-12-01 08:00:00,,,,,,
626,STRATFORD SOLAR FARM,,KINGS,CA,Henrietta-Guernsey 70kV,PGAE,Photovoltaic,20.0,,,2010-05-17 07:00:00,WITHDRAWN,2017-06-15 07:00:00,2014-02-05 17:46:38,,,Photovoltaic,,,Solar,,,20.0,,,2010-05-17 00:00:00,,SGIP,2011-12-31 08:00:00,Facilities Study,SGIA,,Energy Only,,
627,FRV MOJAVE SOLAR 2,,LOS ANGELES,CA,Neenach-Antelope 66kV,SCE,Photovoltaic,20.0,,,2010-05-18 07:00:00,WITHDRAWN,2013-12-31 08:00:00,2010-10-12 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-11-20 00:00:00,,SGIP,2013-12-31 08:00:00,,,,Energy Only,,
629,SALADO SOLAR,,STANISLAUS,CA,Salado-Miller 115kV line,PGAE,Photovoltaic,20.0,,,2010-05-20 07:00:00,WITHDRAWN,2011-12-01 08:00:00,2011-02-09 23:18:06,,,Photovoltaic,,,Solar,,,20.0,,,2010-05-20 00:00:00,,SGIP,2011-12-01 08:00:00,,,,Energy Only,,
630,PURDY AVE PV,,KERN,CA,Goldtown Substation 66kV,SCE,Photovoltaic,4.9,,,2010-05-20 07:00:00,WITHDRAWN,2010-12-01 08:00:00,2011-02-09 23:15:32,,,Photovoltaic,,,Solar,,,4.9,,,2010-11-20 00:00:00,,SGIP,2010-12-01 08:00:00,,,,Energy Only,,
631,KAMM,,FRESNO,CA,Strout SW Station 70kV,PGAE,Photovoltaic,20.0,,,2010-05-24 07:00:00,WITHDRAWN,2016-02-15 08:00:00,2013-08-27 18:23:06,,,Photovoltaic,,,Solar,,,20.0,,,2010-05-24 00:00:00,,SGIP,2014-06-30 07:00:00,Facilities Study,SGIA,,Energy Only,,
632A,WORLD SUN PV PROJECT,,STANISLAUS,CA,Salado-Miller 115 kV,PGAE,Photovoltaic,20.0,,,2010-05-27 07:00:00,WITHDRAWN,2011-12-01 08:00:00,2011-03-16 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2011-03-16 00:00:00,,SGIP-TC,2011-12-01 08:00:00,,,,Energy Only,,
632C,SAN JOAQUIN 2A,,FRESNO,CA,Stroud switching station 70kV,PGAE,Photovoltaic,20.0,,,2010-06-01 07:00:00,WITHDRAWN,2017-05-30 07:00:00,2015-06-11 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-06-01 00:00:00,,SGIP-TC,2012-12-01 08:00:00,Complete,Complete,,Full Capacity,,
634,GRANGEVILLE,,KINGS,CA,Camden Junction-Lemoore Tap 70kV,PGAE,Photovoltaic,20.0,,,2010-06-30 07:00:00,WITHDRAWN,2015-12-15 08:00:00,2014-01-31 18:18:29,,,Photovoltaic,,,Solar,,,20.0,,,2010-06-30 00:00:00,,SGIP,2013-06-30 07:00:00,Facilities Study,SGIA,,Energy Only,,
635,CAL SP XII,,MERCED,CA,Oro Loma-Canal 70kV,PGAE,Photovoltaic,20.0,,,2010-07-01 07:00:00,WITHDRAWN,2012-06-15 07:00:00,2012-03-05 21:12:13,,,Photovoltaic,,,Solar,,,20.0,,,2010-07-01 00:00:00,,SGIP-TC,2012-06-15 07:00:00,,,,Full Capacity,,
638,JAYNE EAST,,FRESNO,CA,Coalinga 1-Gates 70kV,PGAE,Photovoltaic,10.0,,,2010-07-08 07:00:00,WITHDRAWN,2014-12-31 08:00:00,2013-08-27 18:23:58,,,Photovoltaic,,,Solar,,,10.0,,,2010-07-08 00:00:00,,SGIP,2012-12-31 08:00:00,Facilities Study,SGIA,,Energy Only,,
638A,SEPV-15,,FRESNO,CA,Coalinga CoGen 70 kV Tap & Tornado Dist,PGAE,Photovoltaic,12.0,,,2010-07-09 07:00:00,WITHDRAWN,2011-12-31 08:00:00,2011-01-28 08:00:00,,,Photovoltaic,,,Solar,,,12.0,,,2011-03-09 00:00:00,,SGIP-TC,2011-12-31 08:00:00,,,,Energy Only,,
639,LANCASTER SOLAR FARM,,LOS ANGELES,CA,Redman-Piute 66kV,SCE,Photovoltaic,20.0,,,2010-07-15 07:00:00,WITHDRAWN,2013-01-01 08:00:00,2012-02-17 16:25:13,,,Photovoltaic,,,Solar,,,20.0,,,2010-05-26 00:00:00,,SGIP-TC,2011-11-01 07:00:00,,,,Full Capacity,,
640,BFO PV-06,,KERN,CA,Rosamond 66kV - Tap 52,SCE,Photovoltaic,20.0,,,2010-07-15 07:00:00,WITHDRAWN,2013-01-01 08:00:00,2012-02-17 16:30:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-05-26 00:00:00,,SGIP-TC,2011-11-01 07:00:00,,,,Full Capacity,,
640A,GRAHAM SOLAR FARM I,,FRESNO,CA,Schindler Sub 115 kV Bus,PGAE,Photovoltaic,20.0,,,2010-07-20 07:00:00,WITHDRAWN,2011-12-15 08:00:00,2012-03-06 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-07-20 00:00:00,,SGIP-TC,2011-12-15 08:00:00,,Complete,,Full Capacity,,
640B,PDD WHR SOLAR FARM I,,MERCED,CA,Oro Loma   115kV,PGAE,Photovoltaic,20.0,,,2010-07-20 07:00:00,WITHDRAWN,2011-12-25 08:00:00,2012-03-06 08:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-07-20 00:00:00,,SGIP-TC,2011-12-25 08:00:00,,Complete,,Full Capacity,,
641,REPOWERED MCKITTRICK COGEN PLANT,,KERN,CA,Midsun-Midway 115 kV,PGAE,Steam Turbine,11.2,,,2010-07-23 07:00:00,WITHDRAWN,2011-12-31 08:00:00,2010-12-23 08:00:00,,,Steam Turbine,,,Natural Gas,,,11.2,,,2010-11-20 00:00:00,,SGIP,2011-12-31 08:00:00,,,,Energy Only,,
642,THUNDERHILL SOLAR POWER,,GLENN,CA,Elk Creek 60kV Tap,PGAE,Photovoltaic,20.0,,,2010-07-30 07:00:00,WITHDRAWN,2011-07-01 07:00:00,2012-07-09 07:00:00,,,Photovoltaic,,,Solar,,,20.0,,,2010-07-30 00:00:00,,SGIP-TC,2011-07-01 07:00:00,Complete,Complete,,Energy Only,,
643,PACHECO PASS WIND ENERGY CENTER,,FRESNO,CA,Los Banos-San Luis PGP #1 230 kV,PGAE,Wind Turbine,149.5,,,2010-07-31 07:00:00,WITHDRAWN,2014-12-31 08:00:00,2011-09-02 07:00:00,,,Wind Turbine,,,Wind Turbine,,,149.5,,,2010-07-26 00:00:00,,C03,2014-12-31 08:00:00,,,,Full Capacity,,
643A,ARCO SOLAR STATION,,KERN,CA,Arco Sub 230 kV Bus,PGAE,Photovoltaic,300.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-12-31 08:00:00,2011-07-11 07:00:00,,,Photovoltaic,,,Solar,,,300.0,,,2010-07-29 00:00:00,,C03,2014-12-31 08:00:00,,,,Full Capacity,,
643AA,BLUE SKY WIND ENERGY CENTER,,LOS ANGELES,CA,Antelope Sub 230kV Bus,SCE,Wind Turbine,200.1,,,2010-07-31 07:00:00,WITHDRAWN,2012-12-31 08:00:00,2013-05-03 07:00:00,,,Wind Turbine,,,Wind Turbine,,,200.1,,,2010-07-26 00:00:00,,C03,2012-12-31 08:00:00,Complete,Complete,,Full Capacity,,
643AB,BRIGHTSOURCE AV PROJECT,,LOS ANGELES,CA,Whirlwind Substation 230kV Bus,SCE,Steam Turbine,260.0,,,2010-07-31 07:00:00,WITHDRAWN,2015-01-01 08:00:00,2010-07-26 07:00:00,,,Steam Turbine,,,Solar,,,260.0,,,2010-11-20 00:00:00,,C03,2015-01-01 08:00:00,Complete,,,Full Capacity,,
643AC,PALO VERDE MESA (FKA BRIGHTSOURCE MIDPOINT SOLAR),,RIVERSIDE,CA,Colorado River Sub 220 kV Bus,SCE,Steam Turbine,750.0,,,2010-07-31 07:00:00,WITHDRAWN,2015-01-01 08:00:00,2013-02-21 08:00:00,,,Steam Turbine,,,Solar,,,750.0,,,2010-07-30 00:00:00,,C03,2015-01-01 08:00:00,Complete,Complete,,Full Capacity,,
643AD,COSO 2 SWAP (COSO FINANCE PARTNERS),,INYO,CA,Kramer Sub 220kV Bus,SCE,Steam Turbine,95.0,,,2010-07-31 07:00:00,WITHDRAWN,2012-07-01 07:00:00,2011-06-27 07:00:00,,,Steam Turbine,,,Geothermal,,,95.0,,,2010-07-30 00:00:00,,C03,2012-07-01 07:00:00,,,,Full Capacity,,
643AF,GILA SOLAR,,RIVERSIDE,CA,Colorado River Sub 220kV Bus,SCE,Photovoltaic,500.0,,,2010-07-31 07:00:00,WITHDRAWN,2015-10-30 07:00:00,2010-09-09 07:00:00,,,Photovoltaic,,,Solar,,,500.0,,,2010-07-30 00:00:00,,C03,2015-10-30 07:00:00,Complete,,,Full Capacity,,
643AG,HAY RANCH SOLAR ENERGY PARK,,INYO,CA,Control-Inyokern 115 kV ,SCE,Photovoltaic,50.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-01-01 08:00:00,2011-06-27 07:00:00,,,Photovoltaic,,,Solar,,,50.0,,,2010-07-30 00:00:00,,C03,2014-01-01 08:00:00,,,,Full Capacity,,
643AH,LOMA VERDE SOLAR ENERGY PARK,,RIVERSIDE,CA,Red Bluff Sub 230 kV Bus,SCE,Photovoltaic,170.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-01-01 08:00:00,2010-09-09 07:00:00,,,Photovoltaic,,,Solar,,,170.0,,,2010-07-29 00:00:00,,C03,2014-01-01 08:00:00,Complete,,,Full Capacity,,
643AI,NEVADA 300,,CLARK,NV,Eldorado Sub 220 kV Bus,SCE,Photovoltaic,300.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-11-30 08:00:00,2013-05-09 07:00:00,,,Photovoltaic,,,Solar,,,300.0,,,2010-07-29 00:00:00,,C03,2014-11-30 08:00:00,Complete,Complete,,Full Capacity,,
643AK,TERRA GEN DIXIE VALLEY EXPANSION,,CHURCHILL,NV,Control Sub 115 kV Bus,SCE,Steam Turbine,5.6,,,2010-07-31 07:00:00,WITHDRAWN,2011-12-31 08:00:00,2011-07-28 18:08:39,,,Steam Turbine,,,Geothermal,,,5.6,,,2010-07-30 00:00:00,,C03,2011-12-31 08:00:00,,,,Full Capacity,,
643AL,WILDCAT QUARTSZITE,,YUMA,AZ,Palo Verde-Devers #1 500kV ,SCE,Steam Turbine,1000.0,,,2010-07-31 07:00:00,WITHDRAWN,2015-01-01 08:00:00,2011-09-09 07:00:00,,,Steam Turbine,,,Solar,,,1000.0,,,2010-07-30 00:00:00,,C03,2015-01-01 08:00:00,Complete,,,Full Capacity,,
643AN,JORDAN II RENEWABLE POWER PROJECT (20/66MW),,SAN DIEGO,CA,Boulevard Sub 138kV Bus,SDGE,Photovoltaic + Wind Turbine,86.0,,,2010-07-31 07:00:00,WITHDRAWN,2013-11-22 08:00:00,2011-07-19 07:00:00,,,Photovoltaic,Wind Turbine,,Solar,Wind Turbine,,66.0,20.0,,2010-07-30 00:00:00,,C03,2013-11-22 08:00:00,,,,Full Capacity,,
643AO,MOUNT SIGNAL SOLAR FARM II,,IMPERIAL,CA,Imperial Valley 230 kV Switchyard,SDGE,Photovoltaic,200.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-06-01 07:00:00,2011-08-11 07:00:00,,,Photovoltaic,,,Solar,,,200.0,,,2010-07-30 00:00:00,,C03,2014-06-01 07:00:00,,,,Full Capacity,,
643AP,OCOTILLO EXPRESS PHASE II,,IMPERIAL,CA,Sunrise Powerlink 500 kV ,SDGE,Wind Turbine,16.1,,,2010-07-31 07:00:00,WITHDRAWN,2013-12-31 08:00:00,2012-12-07 08:00:00,,,Wind Turbine,,,Wind Turbine,,,16.1,,,2010-07-30 00:00:00,,C03,2012-12-31 08:00:00,Complete,,,Full Capacity,,
643AQ,PALMAS (FKA HYDER SOLAR),,YUMA,AZ,Hassayampa-North Gila 500kV line,SDGE,Photovoltaic,238.0,,,2010-07-31 07:00:00,WITHDRAWN,2013-06-01 07:00:00,2011-09-09 07:00:00,,,Photovoltaic,,,Solar,,,238.0,,,2010-07-31 00:00:00,,C03,2013-06-01 07:00:00,,,,Full Capacity,,
643AR,TGP NNP,,CHURCHILL/PERSHING,CA,Control Sub 115 kV Bus,SCE,Steam Turbine,364.2,,,2010-07-31 07:00:00,WITHDRAWN,2016-06-01 07:00:00,2011-06-27 07:00:00,,,Steam Turbine,,,Geothermal,,,364.2,,,2010-07-30 00:00:00,,C03,2016-06-01 07:00:00,,,,Full Capacity,,
643AS,AIRPORT SOLAR PV 1,,RIVERSIDE,CA,Colorado River Substation,SCE,Photovoltaic,200.0,,,2010-07-31 07:00:00,WITHDRAWN,2013-06-01 07:00:00,2011-09-09 07:00:00,,,Photovoltaic,,,Solar,,,200.0,,,2010-07-31 00:00:00,,C03,2013-06-01 07:00:00,Complete,,,Full Capacity,,
643AT,COPPER MOUNTAIN SOLAR III (BLACK HILLS),,CLARK,NV,Mead-Eldorado 230kV,SCE,Photovoltaic,242.0,,,2010-07-31 07:00:00,WITHDRAWN,2013-12-31 08:00:00,2011-06-10 19:57:54,,,Photovoltaic,,,Solar,,,242.0,,,2010-11-20 00:00:00,,C03,2013-12-31 08:00:00,,,,Full Capacity,,
643B,AUBANEL I WIND PROJECT,,BAJA CALIFORNIA,MX,Imperial Valley Sub 230 kV Bus,SDGE,Wind Turbine,300.0,,,2010-07-31 07:00:00,WITHDRAWN,2012-06-30 07:00:00,2010-11-26 08:00:00,,,Wind Turbine,,,Wind Turbine,,,300.0,,,2010-11-20 00:00:00,,C03,2012-06-30 07:00:00,,,,Energy Only,,
643C,AUBANEL II WIND PROJECT,,BAJA CALIFORNIA,MX,ECO Sub 230 kV Bus,SDGE,Wind Turbine,540.0,,,2010-07-31 07:00:00,WITHDRAWN,2013-12-31 08:00:00,2010-11-01 07:00:00,,,Wind Turbine,,,Wind Turbine,,,540.0,,,2010-11-20 00:00:00,,C03,2013-12-31 08:00:00,,,,Energy Only,,
643D,ANGIOLA VALLEY SOLAR RANCH,,KINGS,CA,Angiola Sub 70 kV Bus,PGAE,Photovoltaic,150.0,,,2010-07-31 07:00:00,WITHDRAWN,2016-12-31 08:00:00,2013-05-03 07:00:00,,,Photovoltaic,,,Solar,,,150.0,,,2010-07-30 00:00:00,,C03,2014-12-31 08:00:00,Complete,,,Full Capacity,,
643E,LAGUNA SOLAR FARM,,FRESNO,CA,Schindler Sub 115 kV Bus,PGAE,Photovoltaic,200.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-12-31 08:00:00,2013-05-03 07:00:00,,,Photovoltaic,,,Solar,,,200.0,,,2010-07-30 00:00:00,,C03,2014-12-31 08:00:00,Complete,,,Full Capacity,,
643F,PLACER SOLAR PV I,,PLACER,CA,Rio Oso-Lockford 230 kV,PGAE,Photovoltaic,220.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-03-01 08:00:00,2013-05-14 07:00:00,,,Photovoltaic,,,Solar,,,220.0,,,2010-07-30 00:00:00,,C03,2014-03-01 08:00:00,Complete,Complete,,Full Capacity,,
643H,VALLEY OAK SOLAR,,KINGS,CA,Gates-Gregg 230 kV,PGAE,Photovoltaic,600.0,,,2010-07-31 07:00:00,WITHDRAWN,2015-05-01 07:00:00,2011-09-13 07:00:00,,,Photovoltaic,,,Solar,,,600.0,,,2010-07-30 00:00:00,,C03,2015-05-01 07:00:00,,,,Full Capacity,,
643I,WESTLANDS SOLAR PV I,,FRESNO,CA,Mendota-Dairyland 115 kV,PGAE,Photovoltaic,200.0,,,2010-07-31 07:00:00,WITHDRAWN,2014-03-01 08:00:00,2013-05-03 07:00:00,,,Photovoltaic,,,Solar,,,200.0,,,2010-07-30 00:00:00,,C03,2014-03-01 08:00:00,Complete,Complete,,Full Capacity,,
643J,WRE - COALINGA (49/120MW),,FRESNO,CA,Coalinga #2-Schindler 70 kV,PGAE,Photovoltaic,1.0,,,2010-07-31 07:00:00,WITHDRAWN,2017-04-01 07:00:00,2013-09-30 07:00:00,,,Photovoltaic,,,Solar,,,1.0,,,2010-07-30 00:00:00,,C03,2017-04-01 07:00:00,Complete,,,Full Capacity,,
