Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Interconnection Request Receive Date,Interconnection Agreement Status,Study Process,Proposed On-line Date (as filed with IR),System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),"Full Capacity, Partial or Energy Only (FC/P/EO)",Off-Peak Deliverability and Economic Only,Feasibility Study or Supplemental Review
1382,LAS CAMAS 1,,MERCED,CA,Los Banos 230 kV,PGAE,Photovoltaic + Storage,100.0,,,2017-05-01 07:00:00,ACTIVE,2027-12-31 08:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,102.5,100.0,,2017-04-29 00:00:00,Executed,C10,2021-11-30 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Energy Only,
1389,REDUX SOLAR,,FRESNO,CA,Gates 230 kV,PGAE,Photovoltaic + Storage,125.0,,,2017-05-01 07:00:00,ACTIVE,2026-06-01 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,128.24,61.25,,2017-05-01 00:00:00,Executed,C10,2020-12-30 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1391,SONRISA,,FRESNO,CA,Tranquility 230 kV,PGAE,Photovoltaic + Storage,200.0,,,2017-05-01 07:00:00,ACTIVE,2026-12-31 08:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,200.0,184.0,,2017-04-29 00:00:00,Executed,C10,2021-11-30 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1394,DRIFTWOOD STELLA,,KERN,CA,Midway 115 kV,PGAE,Photovoltaic + Storage,200.0,,,2017-05-01 07:00:00,ACTIVE,2026-11-01 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,200.0,200.0,,2017-04-29 00:00:00,Executed,C10,2021-11-30 08:00:00,Complete,Complete,,Energy Only,Off-Peak Deliverability,
1402,ATLAS COMPLEX,,LA PAZ,AZ,Delaney-Colorado River 500 kV Line,DCRT,Storage + Photovoltaic,3200.0,,,2017-05-01 07:00:00,ACTIVE,2026-01-01 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,2171.0,2256.0,,2017-04-28 00:00:00,Executed,C10,2020-12-31 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1405,ATHOS POWER PLANT,,RIVERSIDE,CA,Red Bluff Substation 230kV,SCE,Photovoltaic + Storage,450.0,,,2017-05-01 07:00:00,ACTIVE,2027-05-17 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,458.0,450.0,,2017-04-28 00:00:00,Executed,C10,2020-12-31 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1413,BALDY MESA,,SAN BERNARDINO,CA,Roadway Substation 115kV bus,SCE,Storage + Photovoltaic,100.0,,,2017-05-01 07:00:00,ACTIVE,2026-11-01 07:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,75.0,150.0,,2017-04-29 00:00:00,Executed,C10,2020-12-31 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1419,CAMINO SOLAR,,KERN,CA,Whirlwind Substation 230kV,SCE,Photovoltaic + Storage,54.28,,,2017-05-01 07:00:00,ACTIVE,2027-12-31 08:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,44.0,11.0,,2017-04-27 00:00:00,Executed,C10,2020-08-15 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1429,MOUNT LAGUNA WIND 2,,SAN DIEGO,CA,Suncrest - Ocotillo 500 kV Line,SDGE,Wind Turbine,400.0,,,2017-05-01 07:00:00,ACTIVE,2031-02-05 08:00:00,,,,Wind Turbine,,,Wind Turbine,,,400.0,,,2017-04-28 00:00:00,Executed,C10,2020-06-01 07:00:00,Complete,Complete,,Energy Only,Off-Peak Deliverability,
1432,STARLIGHT SOLAR,,SAN DIEGO,CA,Boulevard East Substation 69 kV,SDGE,Photovoltaic + Storage,20.0,,,2017-05-01 07:00:00,ACTIVE,2027-04-30 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,20.0,17.4,,2017-05-01 00:00:00,Executed,C10,2020-06-01 07:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1435,IRONWOOD SOLAR,,YUMA,AZ,Hoodoo Wash Switchyard 500 kV,SDGE,Photovoltaic + Storage,250.0,,,2017-05-01 07:00:00,ACTIVE,2026-03-06 08:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,250.0,250.0,,2017-04-24 00:00:00,Executed,C10,2020-12-31 08:00:00,Complete,Complete,,Energy Only,Off-Peak Deliverability,
1442,AJO POWER BANK,,SANTA CLARA,CA,Llagas-Gilroy Foods 115 kV line,PGAE,Storage,120.0,,,2018-04-16 07:00:00,ACTIVE,2028-01-01 08:00:00,,,,Storage,,,Battery,,,124.3,,,2018-04-05 00:00:00,Executed,C11,2020-12-01 08:00:00,Complete,Complete,,Full Capacity,,
1443,ANGELA,,TULARE,CA,Olive 115 kV,PGAE,Photovoltaic + Storage,40.0,,,2018-04-16 07:00:00,ACTIVE,2025-12-15 08:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,40.0,20.0,,2018-04-13 00:00:00,Executed,C11,2021-11-30 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1444,SALOON ENERGY STORAGE,,COLUSA,CA,Cortina 115 kV,PGAE,Storage,150.0,,,2018-04-16 07:00:00,ACTIVE,2027-07-13 07:00:00,,,,Storage,,,Battery,,,150.0,,,2018-04-04 00:00:00,Executed,C11,2022-12-01 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1454,HUMMINGBIRD ENERGY STORAGE,,SANTA CLARA,CA,Metcalf 115 kV,PGAE,Storage,75.0,,,2018-04-16 07:00:00,ACTIVE,2025-09-25 07:00:00,,,,Storage,,,Battery,,,75.0,,,2018-04-09 00:00:00,Executed,C11,2020-12-31 08:00:00,Complete,Complete,,Full Capacity,,
1455,JANUS,,COLUSA,CA,Cortina 60 kV,PGAE,Storage + Photovoltaic,80.0,,,2018-04-16 07:00:00,ACTIVE,2027-03-01 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,80.0,83.54,,2018-04-12 00:00:00,Executed,C11,2021-12-31 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1456,LAS CAMAS 3,,MERCED,CA,Los Banos 230 kV,PGAE,Photovoltaic + Storage,100.0,,,2018-04-16 07:00:00,ACTIVE,2027-12-31 08:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,102.5,100.0,,2018-04-10 00:00:00,Executed,C11,2022-11-30 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Energy Only,
1457,MILPA POWER BANK,,SANTA CLARA,CA,Los Esteros 115 kV,PGAE,Storage,3.0,,,2018-04-16 07:00:00,ACTIVE,2025-04-29 07:00:00,,,,Storage,,,Battery,,,3.0,,,2018-04-09 00:00:00,,C11,2020-12-01 08:00:00,Complete,Complete,,Full Capacity,,
1459,MULQUEENEY RANCH WIND 2,,ALAMEDA,CA,Tesla 230 kV,PGAE,Wind Turbine,60.0,,,2018-04-16 07:00:00,ACTIVE,2026-06-01 07:00:00,,,,Wind Turbine,,,Wind Turbine,,,62.5,,,2018-04-12 00:00:00,Executed,C11,2021-12-15 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1461,RECLAIMED WIND,,ALAMEDA,CA,Kelso-Tesla Tap 230 kV,PGAE,Storage,90.7,,,2018-04-16 07:00:00,ACTIVE,2026-12-01 08:00:00,,,,Storage,,,Battery,,,114.4,,,2018-04-04 00:00:00,Executed,C11,2020-12-31 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1463,SOLANO 4 WIND,,SOLANO,CA,Birds Landing 230 kV,PGAE,Wind Turbine,90.8,,,2018-04-16 07:00:00,ACTIVE,2025-05-31 07:00:00,,,,Wind Turbine,,,Wind Turbine,,,92.354,,,2018-04-04 00:00:00,Executed,C11,2023-03-31 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1479,KEY STORAGE 1,,FRESNO,CA,Gates 500 kV,PGAE,Storage,300.1,,,2018-04-16 07:00:00,ACTIVE,2026-10-01 07:00:00,,,,Storage,,,Battery,,,309.3,,,2018-04-11 00:00:00,Executed,C11,2022-12-01 08:00:00,Complete,Complete,,Full Capacity,,
1493,AZALEA,,KERN,CA,Arco 70 kV ,PGAE,Photovoltaic + Storage,60.0,,,2018-04-16 07:00:00,ACTIVE,2025-09-12 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,61.3,38.0,,2018-04-16 00:00:00,Executed,C11,2022-11-01 07:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1495,CHALAN SOLAR,,KERN,CA,Arco 230 kV,PGAE,Storage + Photovoltaic,64.9,,,2018-04-16 07:00:00,ACTIVE,2026-04-12 07:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,25.2,66.6,,2018-04-13 00:00:00,Executed,C11,2021-12-01 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1496,DESCENDANT RANCH 1,,COLUSA,CA,Delevan 230 kV,PGAE,Storage + Photovoltaic,500.0,,,2018-04-16 07:00:00,ACTIVE,2034-02-27 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,510.0,513.5,,2018-04-11 00:00:00,Executed,C11,2023-12-01 08:00:00,Complete,Complete,,Energy Only,Off-Peak Deliverability,
1499,JASMINE,,KERN,CA,Lakeview 70 kV,PGAE,Photovoltaic + Storage,70.0,,,2018-04-16 07:00:00,ACTIVE,2026-08-31 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,71.161,70.0,,2018-04-16 00:00:00,Executed,C11,2022-11-01 07:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1507,PROSPECT ENERGY STORAGE,,SACRAMENTO,CA,Gold Hill 60 kV,PGAE,Storage,49.9,,,2018-04-16 07:00:00,ACTIVE,2028-06-01 07:00:00,,,,Storage,,,Battery,,,58.75,,,2018-04-16 00:00:00,Executed,C11,2022-06-01 07:00:00,Complete,Complete,,Full Capacity,,
1510,BELLEFIELD SOLAR FARM,,KERN,CA,Windhub Substation 230kV,SCE,Photovoltaic + Storage,500.0,,,2018-04-16 07:00:00,ACTIVE,2025-08-01 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,500.0,500.0,,2018-04-16 00:00:00,Executed,C11,2022-10-01 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1518,SANBORN SOLAR 2,,KERN,CA,Windhub Substation 230kV,SCE,Photovoltaic + Storage,500.0,,,2018-04-16 07:00:00,ACTIVE,2025-10-01 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,334.0,372.5,,2018-04-13 00:00:00,Executed,C11,2022-12-31 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1519,BALDY MESA 2,,SAN BERNARDINO,CA,Roadway Substation 115kV,SCE,Photovoltaic + Storage,100.0,,,2018-04-16 07:00:00,ACTIVE,2026-11-01 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,50.0,75.0,,2018-04-15 00:00:00,Executed,C11,2021-12-15 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1522,ARIDA SOLAR FARM,,CLARK,NV,Mohave Substation 500kV,SCE,Storage + Photovoltaic,370.0,,,2018-04-16 07:00:00,ACTIVE,2027-09-15 07:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,370.0,370.0,,2018-04-16 00:00:00,,C11,2022-10-01 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1529,CENTENNIAL FLATS,,LA PAZ,AZ,Delaney-Colorado River 500 kV Line,DCRT,Photovoltaic + Storage,500.0,,,2018-04-16 07:00:00,ACTIVE,2026-04-15 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,500.0,267.0,,2018-04-17 00:00:00,Executed,C11,2022-12-15 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1532,KETTLE SOLAR ONE,,SAN DIEGO,CA,Carrizo Gorge Switchyard 138 kV,SDGE,Photovoltaic + Storage,90.0,,,2018-04-16 07:00:00,ACTIVE,2026-10-31 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,90.0,90.0,,2018-04-16 00:00:00,Executed,C11,2020-12-01 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1534,VULCAN,,MARICOPA,AZ,Hassayampa Common Bus 500 kV,SDGE,Storage + Photovoltaic,250.0,,,2018-04-16 07:00:00,ACTIVE,2027-12-31 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,250.0,250.0,,2018-04-11 00:00:00,,C11,2021-05-01 07:00:00,Complete,Complete,,Energy Only,Off-Peak Deliverability,
1539,IRVING STORAGE,,MONTEREY,CA,Moss Landing 500 kV,PGAE,Storage,750.0,,,2019-05-07 07:00:00,ACTIVE,2025-11-30 08:00:00,,,,Storage,,,Battery,,,782.79,,,2019-03-05 00:00:00,Executed,ISP,2022-12-01 08:00:00,Complete,Complete,,Full Capacity,,
1550,TANAGER STORAGE,,SANTA CLARA,CA,Los Esteros 230 kV,PGAE,Storage,200.0,,,2019-04-15 07:00:00,ACTIVE,2027-12-15 08:00:00,,,,Storage,,,Battery,,,200.0,,,2019-04-02 00:00:00,Executed,C12,2023-06-30 07:00:00,Complete,Complete,,Full Capacity,,
1552,CORMORANT STORAGE,,SAN FRANCISCO,CA,Martin 115 kV,PGAE,Storage,250.0,,,2019-04-15 07:00:00,ACTIVE,2027-04-15 07:00:00,,,,Storage,,,Battery,,,250.0,,,2019-04-02 00:00:00,Executed,C12,2023-06-30 07:00:00,Complete,Complete,,Full Capacity,,
1553,JEWELFLOWER STORAGE,,SANTA CLARA,CA,Metcalf 230 kV,PGAE,Storage,350.0,,,2019-04-15 07:00:00,ACTIVE,2029-03-28 07:00:00,,,,Storage,,,Battery,,,354.88,,,2019-04-05 00:00:00,Executed,C12,2022-12-31 08:00:00,Complete,Complete,,Full Capacity,,
1557,NOOSA ENERGY STORAGE,,SAN JOAQUIN,CA,Ripon 115 kV,PGAE,Storage,99.0,,,2019-04-15 07:00:00,ACTIVE,2029-04-16 07:00:00,,,,Storage,,,Battery,,,99.0,,,2019-04-15 00:00:00,Executed,C12,2022-12-16 08:00:00,Complete,Complete,,Full Capacity,,
1565,DYNAMO SOLAR,,NAPA,CA,Tulucay 60 kV,PGAE,Photovoltaic,24.5,,,2019-04-15 07:00:00,ACTIVE,2027-07-16 07:00:00,,,,Photovoltaic,,,Solar,,,24.5,,,2019-04-08 00:00:00,Executed,C12,2023-06-30 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1568,AIR STATION 1,,KINGS,CA,Henrietta-Lemoore NAS 70 kV,PGAE,Photovoltaic + Storage,40.0,,,2019-04-15 07:00:00,ACTIVE,2021-12-31 08:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,21.05,21.05,,2019-04-16 00:00:00,In Progress,C12,2021-12-31 08:00:00,Complete,Complete,,Energy Only,Off-Peak Energy Only,
1587,KINGSROAD HYBRID SOLAR,,KERN,CA,Arco 230 kV,PGAE,Storage + Photovoltaic,100.0,,,2019-04-15 07:00:00,ACTIVE,2028-12-01 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,101.78,101.78,,2019-04-16 00:00:00,Executed,C12,2023-11-30 08:00:00,Complete,Complete,,Energy Only,Off-Peak Energy Only,
1593,PELICANS JAW HYBRID SOLAR,,KINGS,CA,Gates-Midway 230 kV Line,PGAE,Storage + Photovoltaic,500.0,,,2019-04-15 07:00:00,ACTIVE,2028-01-24 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,500.0,500.0,,2019-04-09 00:00:00,Executed,C12,2022-11-30 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Energy Only,
1596,BUTTONBUSH SOLAR HYBRID ENERGY CENTER,,KERN,CA,Midway 500 kV,PGAE,Storage + Photovoltaic,800.0,,,2019-04-15 07:00:00,ACTIVE,2026-12-01 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,818.0,818.0,,2019-04-01 00:00:00,Executed,C12,2025-11-01 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1604,ARATINA SOLAR CENTER 2,,KERN,CA,Kramer Substation 230kV,SCE,Storage + Photovoltaic,200.0,,,2019-04-15 07:00:00,ACTIVE,2026-07-01 07:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,200.0,200.0,,2019-04-01 00:00:00,Executed,C12,2022-06-01 07:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1608,AVOCET STORAGE,,LOS ANGELES,CA,Hinson Substation 230kV,SCE,Storage,200.0,,,2019-04-15 07:00:00,ACTIVE,2026-04-15 07:00:00,,,,Storage,,,Battery,,,200.0,,,2019-04-01 00:00:00,Executed,C12,2023-06-30 07:00:00,Complete,Complete,,Full Capacity,,
1611,COMMERCE ENERGY STORAGE,,LOS ANGELES,CA,Laguna Bell Substation 230kV,SCE,Storage,250.0,,,2019-04-15 07:00:00,ACTIVE,2026-06-01 07:00:00,,,,Storage,,,Battery,,,250.0,,,2019-04-09 00:00:00,Executed,C12,2023-01-01 08:00:00,Complete,Complete,,Full Capacity,,
1615,KESTREL STORAGE,,LOS ANGELES,CA,Walnut Substation 220kV,SCE,Storage,200.0,,,2019-04-15 07:00:00,ACTIVE,2027-02-28 08:00:00,,,,Storage,,,Battery,,,200.0,,,2019-04-01 00:00:00,Executed,C12,2023-06-30 07:00:00,Complete,Complete,,Full Capacity,,
1617,LOCKHART SOLAR 2,,SAN BERNARDINO,CA,Kramer Substation 230kV,SCE,Storage + Photovoltaic,150.0,,,2019-04-15 07:00:00,ACTIVE,2026-04-01 07:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,59.7,105.0,,2019-04-05 00:00:00,Executed,C12,2022-12-01 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1619,GOLDBACK SOLAR CENTER,,VENTURA,CA,Moorpark Substation 230 kV,SCE,Storage,500.0,,,2019-04-15 07:00:00,ACTIVE,2026-03-31 07:00:00,,,,Storage,,,Battery,,,500.0,,,2019-04-12 00:00:00,Executed,C12,2023-06-01 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1625,ANGELENO SOLAR FARM,,LOS ANGELES,CA,Vincent Substation 500kV,SCE,Storage + Photovoltaic,1150.0,,,2019-04-15 07:00:00,ACTIVE,2028-12-31 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,1150.0,1150.0,,2019-03-31 00:00:00,Executed,C12,2023-06-01 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1629,HUMIDOR STORAGE 1,,LOS ANGELES,CA,Vincent Substation 230 kV,SCE,Storage,300.0,,,2019-04-15 07:00:00,ACTIVE,2028-10-01 07:00:00,,,,Storage,,,Battery,,,305.0,,,2019-04-11 00:00:00,Executed,C12,2021-12-01 08:00:00,Complete,Complete,,Full Capacity,,
1631,BELLEFIELD 2 SOLAR FARM,,KERN,CA,Windhub Substation 220kV,SCE,Storage + Photovoltaic,500.0,,,2019-04-15 07:00:00,ACTIVE,2024-09-01 07:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,500.0,500.0,,2019-04-01 00:00:00,Executed,C12,2022-10-01 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1632,SANBORN HYBRID 3,,KERN,CA,Windhub Substation 500kV,SCE,Storage + Photovoltaic,1400.0,,,2019-04-15 07:00:00,ACTIVE,2026-12-31 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,672.27,1420.24,,2019-04-05 00:00:00,Executed,C12,2023-12-01 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1636,CALYPSO SOLAR,,RIVERSIDE,CA,Colorado River Substation 230kV,SCE,Storage + Photovoltaic,400.0,,,2019-04-15 07:00:00,ACTIVE,2031-10-28 07:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,400.0,400.0,,2019-04-04 00:00:00,Executed,C12,2023-12-01 08:00:00,Complete,Complete,,Energy Only,Off-Peak Energy Only,
1642,OBERON,,RIVERSIDE,CA,Red Bluff Substation 500kV,SCE,Storage + Photovoltaic,500.0,,,2019-04-15 07:00:00,ACTIVE,2026-04-15 07:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,518.4,518.4,,2019-04-02 00:00:00,Executed,C12,2022-12-31 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1643,LYCAN SOLAR,,RIVERSIDE,CA,Red Bluff Substation 500kV,SCE,Photovoltaic + Storage,400.0,,,2019-04-15 07:00:00,ACTIVE,2030-04-01 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,400.0,400.0,,2019-04-04 00:00:00,Executed,C12,2023-12-01 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Energy Only,
1645,MENIFEE POWER BANK,,RIVERSIDE,CA,Valley Substation 500kV,SCE,Storage,680.0,,,2019-04-15 07:00:00,ACTIVE,2025-10-01 07:00:00,,,,Storage,,,Battery,,,680.0,,,2019-04-10 00:00:00,Executed,C12,2022-12-01 08:00:00,Complete,Complete,,Full Capacity,,
1646,DOUBLE BUTTE STORAGE,,RIVERSIDE,CA,Valley Substation 500 kV,SCE,Storage,500.0,,,2019-04-15 07:00:00,ACTIVE,2030-07-01 07:00:00,,,,Storage,,,Battery,,,507.6,,,2019-04-05 00:00:00,Executed,C12,2022-12-31 08:00:00,Complete,Complete,,Full Capacity,,
1647,ARIDA 2 SOLAR FARM,,CLARK,NV,Mohave Substation 500kV,SCE,Storage + Photovoltaic,700.0,,,2019-04-15 07:00:00,ACTIVE,2029-05-31 07:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,700.0,700.0,,2019-04-02 00:00:00,In Progress,C12,2022-10-01 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1649,BONANZA SOLAR,,CLARK/NYE,NV,Innovation Substation 230 kV ,GLW,Storage + Photovoltaic,300.0,,,2019-04-15 07:00:00,ACTIVE,2028-09-30 07:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,300.0,300.0,,2019-04-05 00:00:00,Executed,C12,2023-12-01 08:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1650,ROUGH HAT HYBRID SOLAR,,NYE,NV,Trout Canyon Substation 230 kV,GLW,Photovoltaic + Storage,200.0,,,2019-04-15 07:00:00,ACTIVE,2028-07-31 07:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,204.0,200.0,,2019-04-15 00:00:00,Executed,C12,2022-11-30 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1654,YELLOW PINE 3,,CLARK,NV,Trout Canyon Substation 230 kV,GLW,Photovoltaic + Storage,250.0,,,2019-04-15 07:00:00,ACTIVE,2026-12-01 08:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,261.954,254.98,,2019-04-09 00:00:00,Executed,C12,2025-03-15 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1655,BONANZA PEAK SOLAR FARM,,CLARK/NYE,NV,Trout Canyon Substation 230 kV,GLW,Storage + Photovoltaic,400.0,,,2019-04-12 07:00:00,ACTIVE,2027-12-31 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,200.0,441.0,,2019-04-12 00:00:00,Executed,C12,2022-12-16 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1657,SANDPIPER STORAGE,,ORANGE,CA,Talega Substation 138 kV,SDGE,Storage,200.0,,,2019-04-15 07:00:00,ACTIVE,2026-04-15 07:00:00,,,,Storage,,,Battery,,,200.0,,,2019-04-02 00:00:00,Executed,C12,2023-06-30 07:00:00,Complete,Complete,,Partial Capacity,,
1660,CIMARRON WIND,,TECATE,MX,East County Substation 230 kV,SDGE,Wind Turbine,300.0,,,2019-04-15 07:00:00,ACTIVE,2025-12-31 08:00:00,,,,Wind Turbine,,,Wind Turbine,,,300.0,,,2019-03-29 00:00:00,Executed,C12,2023-12-31 08:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1662,VENTASSO ENERGY STORAGE,,SAN DIEGO,CA,El Cajon Substation 69 kV,SDGE,Storage,50.0,,,2019-04-15 07:00:00,ACTIVE,2026-01-31 08:00:00,,,,Storage,,,Battery,,,50.774,,,2019-04-06 00:00:00,Executed,C12,2022-11-30 08:00:00,Complete,Complete,,Full Capacity,,
1663,HOODINI,,YUMA,AZ,Hoodoo Wash Switchyard 500 kV,SDGE,Storage + Photovoltaic,450.0,,,2019-04-15 07:00:00,ACTIVE,2028-01-31 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,450.0,459.54,,2019-04-13 00:00:00,In Progress,C12,2023-05-31 07:00:00,Complete,Complete,,Energy Only,Off-Peak Deliverability,
1665,KINGSLEY SOLAR FARM,,IMPERIAL,CA,Imperial Valley Substation 230 kV,SDGE,Storage + Photovoltaic,360.0,,,2019-04-15 07:00:00,ACTIVE,2030-01-31 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,360.0,360.0,,2019-04-01 00:00:00,Executed,C12,2023-06-01 07:00:00,Complete,Complete,,Partial Capacity,Off-Peak Deliverability,
1667,SUNRISE BUTTE,,IMPERIAL,CA,Imperial Valley Substation 230 kV,SDGE,Photovoltaic + Storage,150.0,,,2019-04-15 07:00:00,ACTIVE,2029-11-18 08:00:00,,,,Photovoltaic,Storage,,Solar,Battery,,0.0,150.0,,2019-04-12 00:00:00,Executed,C12,2022-12-31 08:00:00,Complete,Complete,,Energy Only,Off-Peak Deliverability,
1673,NIGHTHAWK STORAGE,,SAN DIEGO,CA,Sycamore Canyon Substation 138 kV,SDGE,Storage,300.0,,,2019-04-15 07:00:00,ACTIVE,2026-03-01 08:00:00,,,,Storage,,,Battery,,,300.0,,,2019-04-02 00:00:00,Executed,C12,2023-06-30 07:00:00,Complete,Complete,,Full Capacity,,
1678,HARQUAHALA SUNRISE,,MARICOPA,AZ,Delaney Substation 500 kV,DCRT,Storage + Photovoltaic,300.0,,,2020-04-15 07:00:00,ACTIVE,2030-04-01 07:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,308.926,308.926,,2020-03-13 00:00:00,,C13,2022-04-01 07:00:00,Complete,Complete,,Full Capacity,Off-Peak Deliverability,
1687,CONAWAY HYBRID POWER PLANT,,YOLO,CA,Woodland-Davis 115 kV Line,PGAE,Storage + Photovoltaic,80.0,,,2020-04-15 07:00:00,ACTIVE,2023-01-01 08:00:00,,,,Storage,Photovoltaic,,Battery,Solar,,84.8117,84.9957,,2020-04-08 00:00:00,,C13,2023-01-01 08:00:00,Complete,Complete,,Energy Only,Off-Peak Deliverability,
1690,DENALI ENERGY STORAGE,,SAN JOAQUIN,CA,Vierra 115 kV,PGAE,Storage,101.2,,,2020-04-15 07:00:00,ACTIVE,2028-09-30 07:00:00,,,,Storage,,,Battery,,,102.0,,,2020-04-14 00:00:00,Executed,C13,2023-06-15 07:00:00,Complete,Complete,,Partial Capacity,,
